"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-06","6.49",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","81",",,W","68",",,W","  160",",,W","  210",",,W",,,"14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-07","10.29",",,W",,,"0.33",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","88",",,W","63",",,W","  220",",,W","  210",",,W",,,"29.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-08","7.38",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","70",",,W","61",",,W","   30",",,W","   30",",,W",,,"15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-09","4.47",",,W",,,"1.39",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","70",",,W","61",",,W","  350",",,W","  360",",,W",,,"17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-10","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","74",",,W","58",",,W","  330",",,W","  350",",,W",,,"12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-11","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","78",",,W","57",",,W","  350",",,W","  320",",,W",,,"8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-12","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","79",",,W","59",",,W","   50",",,W","   40",",,W",,,"10.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-13","4.70",",,W",,,"0.17",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","85",",,W","64",",,W","  260",",,W","  270",",,W",,,"17.0",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-14","8.50",",,W",,,"0.12",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","81",",,W","70",",,W","  200",",,W","  210",",,W",,,"19.9",",,W","23.9",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-15","11.63",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","66","H,,S","72",",,W","52",",,W","   40",",,W","   30",",,W",,,"25.1",",,W","36.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-16","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","73",",,W","51",",,W","   30",",,W","   40",",,W",,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-17","11.86",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","71","H,,S","84",",,W","65",",,W","  200",",,W","  200",",,W",,,"23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-18","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","86",",,W","76",",,W","  250",",,W","  230",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-19","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","88",",,W","73",",,W","  260",",,W","  240",",,W",,,"16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-20","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","80",",,W","67",",,W","  280",",,W","  290",",,W",,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-21","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","78",",,W","61",",,W","  290",",,W","  290",",,W",,,"16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-22","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","74",",,W","60",",,W","  270",",,W","  260",",,W",,,"15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-23","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","79",",,W","58",",,W","  280",",,W","  270",",,W",,,"15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-24","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","81",",,W","61",",,W","  350",",,W","  320",",,W",,,"12.1",",,W","15.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-25","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","76","H,,S","86",",,W","67",",,W","  270",",,W","  270",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-26","3.58",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","81",",,W","65",",,W","  310",",,W","  330",",,W",,,"10.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-27","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","85",",,W","62",",,W","   40",",,W","  350",",,W",,,"12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-28","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","89",",,W","64",",,W","   30",",,W","   10",",,W",,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-29","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","89",",,W","69",",,W","  310",",,W","  150",",,W",,,"12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-30","9.17",",,W",,,"0.58",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","82",",,W","68",",,W","  270",",,W","  240",",,W",,,"18.1",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-07-31","9.17",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","76","H,,S","83",",,W","66",",,W","  250",",,W","  280",",,W",,,"19.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-01","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","79",",,W","64",",,W","  290",",,W","  290",",,W",,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-02","10.96",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","75","H,,S","89",",,W","64",",,W","  200",",,W","  200",",,W",,,"29.1",",,W","40.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-03","9.17",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","78",",,W","66",",,W","  200",",,W","  290",",,W",,,"21.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-04","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","81",",,W","63",",,W","  260",",,W","  270",",,W",,,"19.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-05","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","75",",,W","61",",,W","  280",",,W","  320",",,W",,,"15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-06","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","75",",,W","54",",,W","   30",",,W","   30",",,W",,,"17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-07","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","79",",,W","57",",,W","   60",",,W","   60",",,W",,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-08","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","82",",,W","65",",,W","   50",",,W","   50",",,W",,,"23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-09","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","80",",,W","63",",,W","   30",",,W","   30",",,W",,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-10","3.80",",,W",,,"0.37",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","87",",,W","65",",,W","  210",",,W","  210",",,W",,,"18.1",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-11","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","76",",,W","68",",,W","  300",",,W","  260",",,W",,,"15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-12","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","74",",,W","65",",,W","  290",",,W","  300",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-13","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","79",",,W","53",",,W","  270",",,W","  270",",,W",,,"19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-14","9.62",",,W",,,"0.16",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","85",",,W","69",",,W","  220",",,W","  210",",,W",,,"19.9",",,W","25.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-15","4.70",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","74","H,,S","80",",,W","66",",,W","  310",",,W","  300",",,W",,,"12.1",",,W","14.1",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-16","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","84",",,W","64",",,W","  280",",,W","  270",",,W",,,"15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-17","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","87",",,W","69",",,W","  290",",,W","  270",",,W",,,"16.1",",,W","19.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-18","4.70",",,W",,,"0.11",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","83",",,W","71",",,W","  140",",,W","  150",",,W",,,"10.1",",,W","13.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-19","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","92",",,W","69",",,W","  210",",,W","  170",",,W",,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-20","12.30",",,W",,,"0.32",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","77",",,W","70",",,W","  190",",,W","  280",",,W",,,"21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-21","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","76",",,W","59",",,W","  260",",,W","  290",",,W",,,"19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-22","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","76",",,W","55",",,W","   30",",,W","   50",",,W",,,"15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-23","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","80",",,W","60",",,W","  170",",,W","  170",",,W",,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-24","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","77",",,W","64",",,W","  270",",,W","  290",",,W",,,"21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-25","8.05",",,W",,,"0.26",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","67",",,W","58",",,W","  210",",,W","  200",",,W",,,"16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-26","6.93",",,W",,,"0.14",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","70",",,W","58",",,W","  270",",,W","  260",",,W",,,"14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-27","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","65","H,,S","70",",,W","56",",,W","  270",",,W","  320",",,W",,,"12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-28","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","73",",,W","54",",,W","  330",",,W","  310",",,W",,,"8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-29","3.80",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","80",",,W","56",",,W","  190",",,W","  190",",,W",,,"10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-30","4.92",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","80",",,W","67",",,W","  280",",,W","  270",",,W",,,"14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-08-31","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","83",",,W","67",",,W","  280",",,W","  290",",,W",,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-01","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","84",",,W","65",",,W","  260",",,W","  250",",,W",,,"12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-02","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","86",",,W","69",",,W","  280",",,W","  300",",,W",,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-03","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","83",",,W","69",",,W","  280",",,W","  290",",,W",,,"14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-04","5.14",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","76","H,,S","86",",,W","70",",,W","  150",",,W","  160",",,W",,,"19.9",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-05","7.38",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","86",",,W","68",",,W","  180",",,W","  170",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-06","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","87",",,W","70",",,W","  180",",,W","  180",",,W",,,"15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-07","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","90",",,W","72",",,W","  270",",,W","  280",",,W",,,"16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-08","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","89",",,W","75",",,W","  290",",,W","  300",",,W",,,"12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-09","9.17",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","77","H,,S","80",",,W","70",",,W","  210",",,W","   20",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-10","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","76",",,W","59",",,W","   90",",,W","   90",",,W",,,"18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-11","6.26",",,W",,,"1.36",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","77",",,W","55",",,W","   40",",,W","   10",",,W",,,"21.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-12","13.65",",,W",,,"2.54",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","62",",,W","56",",,W","   10",",,W","   10",",,W",,,"23.9",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-13","12.08",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","58","H,,S","63",",,W","56",",,W","  280",",,W","  340",",,W",,,"18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-14","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","73",",,W","51",",,W","  270",",,W","  220",",,W",,,"17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-15","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","79",",,W","59",",,W","  280",",,W","  290",",,W",,,"12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-16","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","81",",,W","60",",,W","  180",",,W","  170",",,W",,,"12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-17","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","82",",,W","60",",,W","  310",",,W","  200",",,W",,,"10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-18","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","84",",,W","62",",,W","  200",",,W","  210",",,W",,,"19.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-19","13.65",",,W",,,"0.65",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","79",",,W","62",",,W","  190",",,W","  270",",,W",,,"23.0",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-20","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","67",",,W","53",",,W","   60",",,W","   50",",,W",,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-21","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","59","H,,S","71",",,W","48",",,W","   40",",,W","   50",",,W",,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-22","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","73",",,W","54",",,W","  160",",,W","  160",",,W",,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-23","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","74",",,W","55",",,W","   30",",,W","   40",",,W",,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-24","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","75",",,W","52",",,W","   60",",,W","   50",",,W",,,"18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-25","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","77",",,W","59",",,W","   40",",,W","   30",",,W",,,"18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014860","ERIE INTERNATIONAL AIRPORT, PA US","42.08026","-80.18236","222.2","2015-09-26","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","74",",,W","56",",,W","   50",",,W","   90",",,W",,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
